B 1000
D 98 147
D 77 9
I 82 108
D 34 185
D 126 85
D 129 193
I 88 57
I 120 146
D 62 184
I 43 69
I 183 38
I 1 15
D 94 59
I 94 181
I 77 106
D 8 199
D 185 9
D 16 49
I 137 185
I 88 43
I 33 143
I 129 140
I 27 147
I 171 157
D 71 51
D 165 187
D 136 196
I 30 100
I 181 70
D 30 47
D 45 100
I 123 160
D 31 52
I 115 118
I 22 141
I 197 170
D 30 86
D 117 190
I 29 130
I 124 138
D 167 181
I 34 62
D 82 155
I 80 37
D 96 149
I 160 28
D 83 4
I 48 33
I 72 86
D 118 196
I 13 71
D 13 95
I 54 149
I 35 150
I 175 99
I 169 33
I 74 188
D 26 164
I 95 186
D 65 147
I 99 32
I 80 161
I 155 133
D 128 103
D 141 79
D 29 33
D 188 193
I 121 191
D 73 108
I 176 185
I 29 123
I 128 29
I 136 108
I 103 49
I 59 102
I 22 155
I 168 5
D 167 180
D 106 181
I 142 136
D 123 164
D 94 48
I 101 96
D 28 199
I 98 188
D 119 39
D 49 75
I 34 39
I 81 90
I 188 92
I 132 101
I 62 47
D 178 33
I 138 26
I 70 6
D 9 160
D 31 57
I 36 56
D 166 2
D 44 73
I 72 194
D 199 23
I 150 96
I 152 66
D 50 161
D 13 190
I 118 161
D 83 125
D 162 153
I 27 60
D 169 4
I 122 181
D 51 158
D 121 84
I 131 26
I 67 22
I 193 8
D 135 46
D 137 66
D 12 24
D 59 157
I 120 128
I 94 10
D 139 117
D 173 116
I 79 13
I 2 160
I 185 184
I 184 111
I 193 36
D 21 126
I 78 5
I 102 117
I 106 52
D 5 132
I 5 175
D 40 151
D 26 117
I 126 196
D 175 56
D 19 199
I 26 47
I 44 178
D 170 96
D 112 171
D 115 15
I 20 74
D 193 128
D 3 187
I 85 103
D 11 107
D 76 157
D 184 191
D 119 49
D 42 62
D 179 181
D 49 66
D 76 26
I 123 186
I 147 133
D 58 129
I 125 168
I 72 98
D 62 54
D 167 68
D 138 109
I 149 134
I 111 105
D 168 16
I 152 40
D 167 92
I 172 95
I 67 183
I 195 178
D 99 4
D 118 184
B 1000
D 30 1
I 140 121
D 177 46
I 172 99
D 121 23
I 139 9
I 79 43
I 40 91
I 41 7
D 79 149
D 17 56
D 136 128
I 53 94
D 141 191
I 128 56
D 171 112
D 36 145
I 10 3
D 112 192
D 198 12
I 65 104
D 189 83
I 120 44
I 135 142
I 91 150
D 129 7
I 14 30
D 67 103
I 79 80
I 20 29
I 183 29
I 74 35
D 6 154
D 82 31
I 0 32
I 32 133
D 136 109
I 127 119
I 88 0
D 62 184
I 63 174
I 80 34
D 60 114
I 27 137
D 5 17
D 172 5
I 37 30
I 30 57
D 154 191
D 57 26
I 53 33
D 82 72
I 120 41
I 105 139
D 185 9
I 28 50
D 140 29
D 126 55
D 99 38
I 81 186
D 109 156
D 71 133
D 103 140
D 68 144
D 127 114
D 76 157
I 0 126
I 144 182
I 126 70
D 46 139
D 55 49
D 77 83
D 193 179
D 3 185
I 192 127
D 51 192
D 136 86
D 174 6
D 110 145
D 36 126
I 104 144
I 197 175
D 4 153
I 20 147
I 32 184
D 112 125
I 76 195
I 91 195
D 77 26
I 68 131
I 87 65
D 195 66
I 86 103
I 21 72
D 0 26
D 100 143
I 72 95
D 185 157
D 67 43
D 86 158
D 195 66
D 83 114
D 112 169
D 193 76
D 97 179
I 101 65
I 143 87
D 99 145
I 111 45
D 106 15
I 56 105
I 140 136
I 124 184
D 130 149
I 152 85
I 176 182
I 141 96
I 82 55
D 6 141
I 104 147
I 154 141
I 101 27
D 36 145
I 85 140
I 199 75
D 88 17
I 132 93
D 194 85
D 46 82
I 164 73
D 133 75
I 176 8
D 142 36
D 22 10
D 75 121
D 167 171
I 115 74
D 18 89
I 12 128
I 123 76
D 159 25
I 133 54
D 166 31
I 129 116
I 183 191
D 102 156
D 45 93
D 12 23
D 35 137
D 124 161
I 111 8
I 185 10
I 128 10
I 126 27
I 110 153
D 9 185
I 49 180
I 154 68
I 38 166
D 150 121
D 134 199
I 50 129
D 154 89
D 115 113
I 32 23
D 42 129
D 189 172
I 166 141
D 89 105
I 59 196
I 181 130
D 23 15
I 117 8
I 50 41
I 36 122
I 72 127
D 66 100
D 124 39
I 192 56
D 119 177
D 68 163
D 39 176
D 50 110
D 129 171
D 4 70
I 110 104
D 40 139
D 114 111
D 43 174
I 127 119
D 93 156
I 175 66
D 55 31
D 119 168
I 81 179
D 173 138
I 65 145
I 164 190
D 92 70
I 59 84
I 129 25
D 174 82
I 6 131
I 35 32
I 111 72
D 63 115
D 69 123
I 190 38
I 107 74
D 86 63
I 81 76
I 123 107
I 109 100
I 193 9
I 173 193
D 25 83
I 71 105
I 88 34
I 17 92
I 108 44
I 192 53
D 126 21
D 171 176
D 133 86
I 49 32
D 189 152
I 165 82
I 198 92
D 185 7
I 27 34
I 180 139
I 98 112
D 160 80
I 170 180
D 119 177
D 30 158
D 126 104
D 50 36
D 28 108
I 114 0
D 73 44
D 192 51
I 197 74
I 115 140
I 139 150
D 164 48
D 111 32
I 195 62
I 16 40
I 184 57
I 46 66
I 175 25
I 27 118
D 141 165
D 58 129
I 171 16
D 154 91
I 28 180
I 139 8
I 137 162
I 170 111
I 68 125
D 11 108
D 9 153
I 26 62
D 123 146
D 76 67
I 55 44
D 4 109
I 81 182
I 184 195
I 44 43
I 135 79
D 117 103
D 97 100
D 110 55
I 31 93
I 72 99
I 88 117
D 177 130
I 180 152
D 93 38
I 15 83
D 33 190
I 140 37
I 116 90
D 36 138
D 61 165
I 29 135
D 16 58
I 103 127
I 3 95
I 21 105
D 154 89
D 164 170
D 79 180
D 51 58
I 182 80
D 133 151
D 33 185
D 184 166
D 59 158
D 2 157
D 190 41
I 14 119
D 125 91
I 137 151
D 19 26
I 178 197
I 142 161
I 71 193
D 174 69
D 59 27
I 199 50
D 153 87
D 99 92
D 63 54
I 186 101
D 195 166
I 148 121
I 152 153
D 69 81
D 97 138
D 10 85
I 38 68
I 45 153
D 165 186
D 90 189
I 156 29
D 155 41
I 88 163
I 148 81
D 101 130
I 103 82
I 116 56
D 100 119
D 7 171
I 138 111
I 187 88
D 148 21
D 45 125
I 191 31
D 84 10
I 88 85
D 0 23
I 50 111
I 161 187
I 52 118
I 88 159
D 26 0
D 161 109
D 105 24
D 91 125
D 193 117
I 173 52
D 75 115
D 163 64
I 182 30
I 165 19
D 177 30
I 51 167
I 157 136
I 118 146
I 102 48
I 25 1
D 44 77
I 101 46
D 112 124
I 146 196
D 76 48
I 136 62
D 199 181
D 188 160
D 124 172
I 79 155
D 85 105
D 178 33
D 117 126
D 123 120
I 148 86
D 121 113
I 187 64
D 49 112
I 102 31
I 15 108
D 42 81
D 29 129
I 150 195
D 190 106
I 194 96
D 50 66
I 121 90
I 128 91
I 90 119
I 45 73
D 124 2
I 51 109
D 15 135
I 109 29
D 138 90
D 30 121
D 196 129
D 66 181
I 170 119
I 164 92
I 154 145
D 175 67
D 25 34
D 147 87
I 191 19
D 98 168
D 26 149
D 139 35
D 127 53
D 144 2
I 3 168
D 61 24
D 179 181
D 99 94
D 82 72
I 95 173
D 83 161
I 114 57
D 151 47
I 71 95
D 146 64
D 110 123
D 47 60
I 132 181
I 119 102
D 114 139
I 51 22
I 1 113
D 151 88
I 111 50
D 11 143
D 146 29
D 3 164
D 59 28
D 73 148
D 87 108
D 159 9
I 35 93
I 82 106
I 58 82
D 46 16
I 168 86
I 180 194
D 40 84
I 124 31
I 126 74
I 25 176
D 109 176
I 6 148
D 115 33
I 21 110
D 163 76
D 151 3
D 195 58
I 150 106
I 72 44
I 24 50
D 183 162
D 73 74
I 106 138
I 36 3
I 147 102
D 193 70
I 161 96
D 2 178
I 80 72
D 2 92
D 27 39
D 120 48
I 105 176
D 140 163
D 140 165
I 14 195
D 49 147
D 31 187
D 136 131
I 127 116
I 99 75
D 120 29
D 184 83
I 164 10
D 130 70
I 106 115
I 86 36
I 69 143
D 197 111
D 0 11
I 91 73
D 137 126
I 144 146
I 165 189
D 13 145
D 8 120
D 143 47
D 99 145
D 183 168
I 25 7
I 180 50
D 131 110
D 34 25
I 156 18
D 26 154
I 172 199
I 22 86
D 125 39
D 31 158
D 66 98
I 151 42
I 48 71
D 113 122
I 165 145
D 161 85
D 184 60
D 142 36
I 107 97
D 142 150
I 189 48
D 80 162
I 163 168
I 166 85
D 183 109
D 175 162
D 82 51
I 133 130
D 83 97
I 10 41
D 141 79
I 145 142
I 192 101
I 164 168
I 54 104
D 182 162
I 35 80
D 109 106
I 127 150
I 27 108
D 91 32
D 91 25
I 75 173
D 59 48
I 112 90
D 27 112
I 160 173
I 183 177
D 108 79
I 9 25
I 115 178
D 196 155
I 187 19
D 6 117
I 108 137
D 101 91
D 113 117
D 66 137
I 171 147
I 72 50
D 180 167
D 196 190
D 70 171
D 60 54
D 74 86
I 97 78
D 180 43
D 69 51
I 116 187
I 23 172
D 20 24
D 7 116
I 10 175
I 26 30
I 42 134
I 7 94
D 186 46
I 108 32
I 167 95
I 66 10
I 84 35
D 125 25
I 168 8
I 51 185
D 184 51
I 124 177
I 130 66
D 113 98
I 140 76
D 186 124
D 144 171
I 167 25
D 6 27
D 182 199
I 132 104
D 45 125
I 72 157
I 151 55
D 82 132
I 77 58
D 96 137
D 2 157
I 185 128
I 174 60
I 34 82
D 117 193
I 187 32
D 88 122
I 2 66
D 63 90
I 143 50
I 156 105
D 121 194
D 43 38
I 171 83
D 60 150
I 82 137
I 138 34
D 196 118
D 29 129
D 99 20
D 43 70
D 115 153
I 127 74
I 72 20
I 195 36
D 191 198
I 30 66
I 194 103
I 71 175
D 171 101
D 153 115
I 136 197
D 150 38
D 112 169
I 185 124
I 132 53
I 173 59
I 176 150
I 92 131
D 191 82
D 42 189
I 103 119
I 74 128
D 115 168
D 119 100
D 8 10
I 71 37
D 6 27
D 133 128
D 106 163
D 54 31
I 139 121
I 28 196
I 183 89
D 90 9
D 86 44
D 21 82
D 46 72
D 33 19
I 10 39
I 86 0
I 85 20
I 94 156
I 77 194
I 1 105
D 69 116
I 106 10
D 162 182
D 183 111
I 77 120
I 57 157
I 12 161
D 10 73
I 21 149
I 75 61
D 4 187
D 197 102
I 155 8
D 24 26
I 173 175
I 50 12
I 199 0
D 36 126
I 57 181
I 65 82
I 154 130
D 37 79
D 191 157
I 46 70
D 147 98
D 110 167
I 69 71
I 168 84
I 108 149
I 43 86
I 118 59
D 88 153
I 63 79
I 87 138
I 99 120
D 191 158
I 34 141
I 55 89
I 58 95
I 126 107
D 49 66
D 83 24
I 129 13
I 142 87
D 174 26
D 75 63
D 30 84
I 27 4
D 93 81
D 48 25
D 39 36
I 185 107
I 127 50
I 164 76
I 138 101
D 159 86
I 64 121
D 45 93
I 87 156
I 100 137
I 196 34
I 128 32
D 99 102
I 65 46
D 188 40
I 5 35
I 73 46
I 156 75
I 88 22
D 17 28
I 76 87
I 113 151
I 39 97
D 53 115
I 4 40
D 107 158
D 158 84
I 117 163
I 104 76
I 179 117
I 61 126
I 1 28
D 122 173
I 145 77
D 169 157
D 32 162
D 50 91
I 197 24
D 33 19
I 189 142
D 175 31
I 144 15
D 0 6
I 90 147
I 88 50
I 107 95
D 131 21
D 64 138
I 128 82
D 58 46
I 146 137
I 8 111
D 73 86
I 74 143
I 173 158
D 142 141
D 23 184
I 145 20
I 101 156
D 187 80
D 183 24
I 28 131
D 72 56
I 28 101
I 33 60
I 87 149
D 107 99
D 148 4
D 34 143
D 188 40
D 106 129
D 155 38
D 17 2
I 11 46
I 74 186
I 35 6
I 40 81
D 66 91
I 168 13
I 32 182
D 91 113
D 174 105
D 179 38
D 128 163
I 97 180
I 87 59
I 193 143
I 107 34
I 135 167
I 23 42
D 129 86
I 199 59
I 165 7
I 165 176
I 96 36
D 107 165
D 50 196
D 113 23
I 193 182
I 115 104
D 109 89
I 116 115
I 74 114
D 47 178
I 116 170
I 155 46
D 33 176
I 29 178
D 43 124
D 174 38
D 75 64
I 44 125
D 32 158
I 71 173
I 175 33
D 155 104
I 21 123
D 105 65
D 68 147
I 129 189
D 186 108
D 111 142
I 4 146
D 179 12
I 20 52
D 94 100
I 165 158
I 2 191
I 188 80
D 128 101
D 61 123
I 59 32
D 41 124
D 44 100
I 156 127
D 152 120
D 114 40
I 59 195
D 60 184
D 158 55
I 54 27
I 107 47
I 142 184
D 196 25
D 176 58
I 131 36
I 135 142
I 170 0
I 52 99
D 162 196
I 192 72
D 184 83
I 90 101
D 1 14
D 145 148
D 56 32
I 8 71
D 21 114
I 25 96
I 84 90
D 124 77
D 23 76
D 54 55
D 45 56
D 64 149
D 41 88
D 112 124
D 116 144
I 195 126
D 93 163
I 73 64
I 44 65
I 88 42
D 161 163
D 195 187
D 131 159
D 170 56
D 112 171
D 127 95
I 144 165
D 54 59
D 156 111
I 109 100
D 14 142
I 7 190
I 114 177
I 110 80
D 188 144
D 36 153
D 154 89
I 61 17
D 0 1
D 191 60
D 37 66
D 47 178
D 8 179
D 35 75
I 17 36
I 94 123
I 178 163
I 40 100
I 166 176
I 68 28
D 168 117
I 196 115
I 191 57
D 63 62
D 56 8
I 8 68
I 128 37
D 15 30
I 159 5
I 0 55
I 124 31
D 91 130
I 34 132
I 64 46
I 92 19
I 82 62
D 104 181
D 130 91
D 154 62
D 44 177
D 91 38
I 119 67
I 31 141
I 84 64
D 138 109
I 86 5
I 169 9
I 106 126
I 71 143
I 108 29
I 90 89
I 53 126
I 89 170
D 185 180
D 122 81
I 106 143
D 146 53
I 92 120
I 108 83
I 198 36
D 112 125
I 112 132
D 72 103
D 19 4
I 32 154
I 192 34
I 126 50
D 30 127
I 111 122
I 99 17
I 103 32
I 36 118
D 82 7
I 46 145
D 22 76
D 52 159
D 82 7
I 76 35
D 91 130
D 24 127
I 86 0
I 198 167
I 130 19
I 50 62
D 178 86
D 191 154
D 52 159
D 86 102
D 171 152
D 120 29
D 58 16
I 193 97
I 139 66
D 79 55
I 41 43
D 154 164
D 184 51
I 30 191
D 115 113
I 64 52
B 1000
I 92 148
I 84 54
D 23 101
I 2 102
D 113 9
I 164 191
D 93 150
I 111 171
I 94 191
I 95 68
D 94 69
I 28 9
I 66 141
D 182 132
I 69 50
I 36 0
I 106 136
D 71 114
I 113 79
D 186 165
D 79 166
I 182 75
I 61 153
D 158 136
I 120 20
I 71 60
D 147 197
D 94 59
I 181 157
I 95 26
I 11 8
I 99 19
I 129 74
D 189 28
I 94 86
D 163 161
D 65 181
I 187 141
I 53 112
D 152 12
I 80 155
D 76 8
D 197 9
D 130 76
D 27 193
I 163 11
D 92 190
I 151 64
I 136 137
D 108 47
I 127 63
I 196 42
D 180 127
D 96 152
I 64 68
I 145 71
D 54 9
I 38 177
I 89 1
I 104 52
D 84 3
I 184 170
I 59 137
D 22 23
D 11 89
D 158 118
I 117 159
D 138 31
I 105 23
D 65 73
D 4 70
D 151 82
D 161 116
D 94 112
I 186 130
I 179 133
D 116 8
I 42 82
D 76 24
D 176 39
D 139 70
I 119 117
D 176 39
I 61 150
I 92 106
I 47 33
D 84 119
D 56 17
D 148 145
D 96 187
I 165 132
I 28 82
I 176 134
D 73 99
I 38 126
D 145 101
D 163 151
I 146 121
I 141 151
I 120 19
D 141 191
I 57 42
I 174 156
I 149 44
I 155 94
I 113 155
D 139 182
D 145 119
I 134 90
I 57 42
I 37 77
I 16 104
D 168 135
I 27 91
I 56 161
D 151 25
I 87 84
I 40 150
I 81 84
I 136 116
D 16 174
I 104 16
I 169 72
D 164 68
D 32 19
D 124 89
I 86 39
D 187 193
I 21 50
D 12 179
D 101 153
D 150 15
I 100 36
D 133 57
D 120 29
D 103 108
I 63 139
D 163 135
D 81 30
D 131 103
I 71 161
D 190 195
I 64 49
I 99 104
D 62 99
D 8 169
D 160 22
I 119 125
D 7 157
D 50 194
I 91 55
I 185 11
D 151 163
I 162 190
I 86 54
D 14 35
D 158 7
I 101 60
I 159 146
I 7 81
I 24 180
D 110 103
I 43 91
I 27 180
D 87 150
D 165 47
I 76 81
D 185 7
I 185 125
I 83 72
D 183 184
I 121 142
D 64 124
I 22 113
I 164 7
D 34 194
D 158 161
D 152 119
I 25 116
D 126 17
D 124 132
D 122 80
D 2 81
I 98 187
D 52 62
D 191 141
I 59 111
D 143 11
D 150 24
I 79 174
I 197 129
I 36 55
D 31 117
I 86 143
D 110 27
D 50 106
D 109 26
I 6 196
D 57 29
D 181 8
D 60 197
I 49 97
D 69 108
D 32 105
D 51 21
D 95 128
D 124 135
I 69 183
D 120 113
I 13 111
I 35 128
D 184 166
I 8 47
D 70 43
D 88 197
D 116 93
I 93 46
D 49 70
D 192 174
I 20 160
D 84 129
D 126 147
I 133 65
I 189 6
D 106 134
D 46 167
D 172 50
I 148 105
D 151 84
I 27 163
D 109 150
I 189 118
D 50 152
D 99 163
I 70 53
D 116 101
I 130 172
D 64 165
I 72 106
I 82 154
D 74 84
I 151 30
I 142 156
I 61 198
D 186 46
D 45 187
I 74 106
D 171 35
D 113 78
D 124 131
D 145 19
D 161 163
D 152 41
D 63 97
D 135 115
I 152 137
I 44 23
D 35 26
D 77 121
D 85 161
D 87 159
D 78 20
I 55 37
D 32 179
D 78 57
D 63 75
D 194 11
I 194 154
I 145 24
I 123 126
D 62 42
D 79 6
I 125 73
I 21 89
I 37 88
I 13 48
I 185 151
I 7 144
D 82 5
D 38 167
D 131 108
I 37 93
D 164 198
I 80 105
I 43 117
I 30 20
D 101 157
I 87 157
D 191 9
I 182 104
I 65 9
D 176 7
I 191 84
I 10 29
I 43 113
I 52 82
I 147 192
I 14 195
D 48 129
D 122 21
D 7 185
D 76 124
I 36 53
D 128 158
D 145 31
D 133 33
D 166 25
D 56 122
I 103 7
I 74 161
D 79 108
D 141 63
I 132 174
D 110 146
I 22 88
I 105 144
D 169 25
I 147 186
D 25 199
I 133 139
D 139 83
D 83 8
I 87 172
D 176 146
I 137 46
I 184 59
I 16 76
D 27 30
I 93 70
I 155 149
I 133 66
D 187 28
I 174 19
I 199 83
D 54 25
D 67 162
D 8 102
I 24 10
D 152 188
I 113 153
I 113 100
D 117 57
D 4 169
D 153 188
D 136 139
I 149 94
D 94 104
D 82 125
I 83 76
D 49 35
D 138 66
I 168 193
I 60 11
I 132 37
I 172 123
I 181 83
I 58 188
D 186 3
I 49 37
I 67 156
I 5 195
D 156 45
I 73 81
I 68 143
D 21 125
I 99 141
D 197 144
D 116 42
I 62 137
D 79 55
I 77 82
D 157 151
D 178 2
D 66 6
D 85 194
I 28 176
D 94 70
D 41 130
D 190 102
I 158 123
I 16 143
I 1 86
I 194 68
D 58 46
I 179 129
D 108 131
D 3 0
I 45 177
D 78 24
I 9 68
D 82 147
I 28 84
D 138 173
I 179 11
D 159 118
D 170 122
I 153 177
D 152 82
D 139 58
I 108 59
D 82 148
D 47 108
I 43 49
D 154 89
D 91 162
D 8 170
D 21 40
I 109 112
I 56 189
I 152 81
I 11 1
D 133 194
D 197 60
I 153 86
D 41 49
D 166 151
I 85 148
I 169 1
I 89 159
D 77 121
D 1 3
I 45 77
I 168 29
D 195 101
D 87 159
D 107 81
I 196 57
I 68 74
I 13 155
D 107 81
I 15 178
I 108 159
D 140 97
D 42 128
D 35 49
D 110 91
D 0 8
I 104 139
D 198 57
D 43 90
I 113 103
I 66 113
D 88 177
I 61 187
D 12 7
I 198 152
D 130 41
I 78 122
I 151 119
I 98 6
D 14 93
D 167 181
I 53 91
D 123 65
D 191 124
D 106 156
D 147 100
D 159 145
D 191 5
D 59 98
D 157 117
I 129 88
D 4 108
D 52 83
D 109 8
D 77 5
I 151 44
I 148 167
I 20 41
I 33 63
D 11 134
D 13 6
I 122 8
D 112 162
D 186 108
I 189 20
D 71 140
I 149 108
D 124 39
D 2 119
I 157 89
I 61 156
I 37 10
D 165 124
I 198 37
D 18 94
D 127 52
I 8 48
D 171 72
D 156 136
I 177 197
D 21 57
D 35 137
D 56 175
I 75 154
I 138 77
I 171 184
D 53 98
D 163 79
I 103 42
D 78 193
D 9 90
I 81 78
D 107 151
D 123 104
I 87 107
I 119 21
I 16 50
I 163 77
D 184 77
D 35 26
D 137 47
D 10 49
D 10 130
I 30 183
I 84 181
D 136 127
I 38 52
D 97 83
I 193 98
D 49 132
I 97 15
I 117 180
I 196 44
D 69 112
D 46 115
I 164 12
I 77 197
I 162 94
I 190 126
I 99 45
D 122 61
D 23 97
D 170 96
I 69 44
D 84 127
I 100 64
D 70 4
D 123 65
I 136 122
D 100 38
D 112 125
I 166 194
I 13 165
D 125 144
D 142 182
I 40 90
I 56 136
I 131 158
I 29 50
D 111 94
I 120 37
D 156 9
D 31 7
I 171 100
D 103 110
D 39 124
I 13 21
D 114 157
D 83 74
D 24 26
I 11 24
I 140 10
I 118 138
D 88 112
I 147 79
D 55 171
I 25 87
D 60 166
D 31 36
D 30 13
I 96 147
I 143 195
D 195 166
I 23 124
D 172 186
I 79 34
I 66 8
I 130 81
I 196 5
D 155 27
I 139 99
D 110 50
I 15 125
I 66 119
D 162 22
I 25 197
D 198 125
D 37 7
D 174 35
I 146 186
I 48 38
D 6 24
D 189 147
D 91 66
I 110 175
D 14 42
I 10 147
I 128 26
D 27 2
I 51 164
I 107 16
I 38 9
I 149 150
D 165 195
D 169 34
D 22 162
D 150 98
I 34 106
D 76 10
D 118 158
I 81 141
D 98 59
I 114 42
D 34 131
D 165 93
D 130 41
I 78 123
D 151 157
D 18 9
D 56 17
D 35 146
I 53 102
D 176 31
D 33 184
I 103 123
D 26 117
I 95 92
I 42 191
D 163 197
I 138 155
D 57 85
D 13 186
D 12 123
D 59 150
D 90 189
D 173 133
I 44 45
D 184 132
D 97 168
I 5 154
D 3 118
I 73 149
D 46 17
D 51 79
I 23 133
D 70 43
I 136 54
I 83 118
I 132 102
I 51 50
I 78 194
D 130 107
I 109 195
I 154 71
D 17 116
I 19 96
I 173 29
D 99 118
D 52 62
D 46 43
D 83 56
D 86 155
D 85 126
D 60 38
D 75 25
I 144 85
I 113 76
D 152 41
I 82 64
I 86 130
D 180 77
I 192 89
I 131 47
D 137 80
I 8 33
I 17 14
I 38 33
I 188 35
I 8 175
I 4 94
D 42 154
D 148 194
D 120 31
D 73 84
I 139 81
I 112 8
I 74 15
D 175 163
I 35 27
I 77 137
D 67 105
I 174 50
I 102 147
D 111 197
I 188 13
D 1 32
I 122 102
D 84 125
D 49 179
I 106 18
D 62 8
D 73 156
D 134 165
D 25 75
D 17 144
I 168 126
D 174 38
I 111 83
I 111 47
D 68 93
I 141 93
I 78 27
I 194 169
D 95 132
I 192 97
I 91 112
D 169 145
D 31 110
I 168 111
D 146 73
D 144 199
D 35 26
D 133 5
I 188 134
D 37 135
D 90 29
I 148 112
D 30 178
D 112 69
I 7 119
D 134 115
D 58 7
D 15 172
D 145 148
I 131 163
I 199 81
I 105 31
I 170 167
D 190 165
D 167 68
I 183 198
D 194 34
D 86 133
I 182 152
I 117 111
I 87 12
D 55 25
D 178 86
D 85 74
D 123 124
D 28 95
I 88 159
D 30 121
I 85 59
D 129 14
D 107 164
I 155 92
D 92 72
D 122 119
I 10 154
D 141 164
I 9 60
D 98 86
D 61 184
D 196 73
I 96 78
D 95 112
D 30 158
I 183 102
D 193 179
I 47 0
D 154 114
D 199 160
I 36 46
I 130 121
D 152 50
I 79 197
I 69 82
I 63 27
D 178 98
D 80 76
D 143 124
D 138 139
D 28 95
I 103 68
D 176 196
D 127 19
D 40 103
D 155 42
I 12 61
D 185 92
D 49 59
I 162 60
D 47 1
D 121 23
D 126 121
I 65 49
I 49 38
D 37 27
D 72 58
D 49 124
I 199 123
D 61 162
D 147 80
D 79 166
D 151 148
D 191 158
I 134 60
D 38 80
D 54 68
D 147 69
I 74 106
I 163 36
I 108 152
I 138 65
I 173 119
D 31 94
D 36 1
D 95 120
D 1 46
I 4 89
I 0 190
D 88 111
D 127 87
I 38 7
D 168 64
I 55 88
I 113 128
D 128 89
D 47 178
D 5 190
D 166 153
D 172 51
I 66 174
D 142 150
D 134 52
D 89 56
I 185 105
D 99 198
D 166 114
D 78 24
I 179 152
I 83 154
D 171 48
I 126 22
I 72 148
I 138 140
I 18 118
D 129 125
D 121 73
I 46 166
D 182 14
D 7 172
D 57 173
D 135 160
D 40 189
D 171 102
I 68 81
D 47 31
D 115 10
I 63 0
D 176 112
I 76 97
D 43 78
I 127 5
I 93 97
D 89 30
I 45 168
D 57 135
D 38 32
D 0 17
D 89 18
I 106 155
D 92 72
I 40 15
D 53 127
I 1 172
D 162 21
I 13 24
D 52 31
D 167 76
I 78 162
D 189 164
I 40 178
D 168 77
D 145 101
I 190 70
I 51 141
I 198 165
I 146 88
I 137 40
I 128 181
D 33 158
D 195 43
D 192 176
D 32 26
D 19 199
I 145 22
D 83 87
I 50 41
I 183 188
D 64 75
I 30 77
I 114 3
I 193 108
I 32 85
D 4 62
I 66 1
I 107 48
D 194 43
D 74 89
D 150 154
I 83 195
I 95 70
D 189 164
D 105 94
D 91 66
D 191 48
D 23 48
D 197 133
I 100 64
D 163 41
I 122 132
D 45 20
I 87 167
D 44 70
D 96 56
D 27 167
I 169 172
I 101 28
D 94 18
I 10 183
D 144 61
I 152 148
D 45 3
D 126 117
D 21 162
D 184 16
D 180 181
D 154 164
I 13 180
I 133 103
D 23 191
I 94 185
D 61 86
D 135 115
I 23 27
I 43 111
I 165 81
I 165 157
I 53 38
I 86 152
I 145 28
D 161 114
I 198 158
I 68 19
D 142 71
D 111 88
D 132 168
I 69 117
D 196 162
D 117 62
D 127 159
D 37 66
D 169 80
D 139 155
D 174 148
D 0 26
D 100 35
I 24 84
D 181 65
I 189 41
D 119 116
I 151 38
D 125 113
D 173 42
D 151 157
I 32 62
I 164 128
I 59 70
I 89 84
D 192 51
D 134 52
I 131 123
I 69 31
D 2 90
D 51 183
I 191 89
I 121 14
D 43 186
I 35 112
D 40 10
D 176 187
I 52 117
I 82 107
D 56 45
I 107 41
D 119 61
D 58 71
B 1000
I 179 186
I 191 117
I 126 38
I 37 182
I 59 5
I 152 53
D 20 94
D 151 163
I 106 65
I 77 153
I 123 193
I 19 164
I 28 47
I 139 56
I 50 3
I 197 142
I 111 84
D 4 62
D 152 57
D 90 48
D 130 68
I 151 97
I 32 37
D 7 185
I 70 38
I 24 22
D 22 176
D 13 5
I 95 42
D 84 74
D 148 29
I 42 180
I 78 56
I 20 141
D 96 126
I 58 41
I 171 52
I 174 138
I 57 66
I 155 88
I 77 117
D 69 198
I 171 131
I 195 121
I 195 57
D 92 197
D 35 98
I 6 42
D 20 87
D 162 153
I 112 154
D 55 49
I 2 138
D 153 4
D 152 82
D 131 16
D 25 164
I 2 45
I 51 20
I 194 128
D 191 17
I 74 132
D 100 7
I 41 33
D 182 177
I 45 34
I 52 133
I 62 88
D 46 127
I 111 149
I 125 12
I 40 5
I 135 58
D 89 189
I 147 177
I 138 85
I 36 33
I 196 80
D 66 124
D 168 40
I 41 143
I 47 190
D 138 103
D 26 32
D 134 191
I 186 24
D 47 104
D 89 11
I 68 80
I 97 194
I 71 61
I 162 29
I 81 140
I 1 25
I 114 79
I 196 173
D 172 50
I 82 169
I 40 26
I 106 91
D 7 157
D 104 174
I 109 83
I 88 0
D 52 107
I 6 65
D 109 4
D 21 111
I 199 90
D 137 66
D 134 95
I 194 128
D 158 87
I 99 108
D 169 109
D 84 3
D 117 197
I 111 52
D 168 174
D 118 29
I 175 136
D 120 8
I 139 102
I 125 143
D 180 77
D 8 58
I 197 134
I 85 158
I 130 28
D 65 71
D 157 172
I 143 51
I 112 68
D 65 188
D 62 198
I 73 197
D 109 183
D 43 1
I 171 25
D 112 72
I 122 55
D 165 2
I 170 77
I 13 107
D 173 57
I 0 104
D 14 105
D 70 94
D 36 153
D 165 66
D 6 154
D 184 47
D 150 153
I 67 145
